FNR;Benennung deutsch;Benennung english;Code;"Sachnummer
SNR";TypID;MY;MBR;FBR;FBM;Model Name;COP Typ-Bezeichnung
1218;Fuellstandssensor Kraftstofftank;Fill level sensor (fuel tank);;incl. in 07.03;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1221;Regenerierventil;EVAP canister purge valve;;P 000 470 37 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1252;Regenerierleitung;EVAP purge line;;P 256 018 12 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1252;Regenerierleitung;EVAP purge line;;P 256 018 22 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1252;Regenerierleitung;EVAP purge line;;P 167 470 05 04;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1255;Diagnosemodule Tankleck (DM-TL);Diagnostic module tank leakage; ;P 000 545 01 41;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1258;Drucksensor Regenerierung;Pressure sensor, purge line;;P 000 905 50 02;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1527;Thermostat (Kuehlwasser), kennfeldgesteuert ;Engine thermostat, MAP controlled;;P 256 203 00 75;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1527;Thermostat (Kuehlwasser), kennfeldgesteuert ;Engine thermostat, MAP controlled;;P 256 203 37 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1527;Thermostat (Kuehlwasser), kennfeldgesteuert ;Engine thermostat, MAP controlled;;P 256 203 38 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1633;Steuereinheit elektrohydraulisch;Electrohydraulic Control Unit;;P 725 270 19 05;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1634;Schaltplatte;Gearshift plate;;P 725 270 18 05;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1726;Stellmagnet Nockenwelle;Actuator, CMP; ;P 276 156 07 90;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1756;Stellmagnet Camtronic;Actuator camtronic;;P 177 982 19 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1757;Oeldruck-Kontrollventil, elektrisch;Oil pressure control valve, electrical;;P 000 997 48 07;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
1760;Oeldruckschaltventil;Oil switching valve;;incl. in Oilpump;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2017;Klopfsensor;Knock sensor; ;P 000 905 73 04;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2022;Drehzahlsensor ;Vehicle speed sensor; ;P 247 905 00 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2022;Drehzahlsensor ;Vehicle speed sensor; ;P 167 905 46 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2028;Drucksensor (Umgebungsdruck);Pressure sensor (ATM);;incl. in 38.46;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2033;Drucksensor (Ansaugluft) ;Pressure sensor (induction air) 1; ;P 000 905 59 06;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2039;Druck- und Temperatursensor (Kraftstoff, Hochdruck);Pressure and temperature sensor (fuel, high pressure); ;P 256 905 02 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2044;Druck- und Temperatursensor (Ladeluft) ;Pressure and temperature sensor (charge air) 1; ;P 009 153 86 28;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2045;Druck- und Temperatursensor (Ladeluft) ;Pressure and temperature sensor (charge air) 2; ;P 009 153 86 28;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2046;Druck- und Temperatursensor (Motoroel);Pressure and temperature sensor (motor oil);;P 654 905 16 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2047;Druck- und Temperatursensor (Ladeluft) ;Pressure and temperature sensor (charge air) 3;;P 009 153 86 28;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2401;Temperatursensor (Kuehlwasser);Temperature sensor (coolant);;P 000 905 23 15;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
2401;Temperatursensor (Kuehlwasser);Temperature sensor (coolant); ;P 000 905 61 02;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3831;Steuergeraet ESP Hardware;Control module ESP hardware;;P 167 901 66 02;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3846;Steuergeraet Motorregelung Hardware;Control module engine hardware;;P 256 901 31 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3847;Steuergeraet Motorregelung Software;Control module engine software;;P 256 902 32 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3848;Steuergeraet Motorregelung Parameterdaten;Control module engine parameters;;P 256 903 06 01;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3850;Programm, Automatikgetriebe;Program automatic transmission;;P 000 902 89 73;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3853;Steuergeraet  Automatikgetriebe Hardware;Control module automatic transmission hardware; ;P 000 901 50 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3856;Steuergeraet  Kraftstoffsystem Software;Control module fuel system software;;P 000 902 66 61;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3857;Steuergeraet  Kraftstoffsystem Parameterdaten;Control module fuel system parameters;;P 000 903 03 43;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3860;Steuergeraet ESP Software;Control module ESP software;;P 167 902 94 10;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3860;Steuergeraet ESP Software;Control module ESP software;;P 167 902 53 13;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3860;Steuergeraet ESP Software;Control module ESP software;;P 167 902 42 09;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3861;Steuergeraet CPC Hardware;Central powertrain controller hardware; ;P 000 901 30 13;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3862;Steuergeraet CPC Software;Central powertrain controller software;;P 000 902 52 60;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3863;Steuergeraet CPC Parameterdaten;Central powertrain controller parameters;;P 000 903 62 50;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3864;Steuergeraet  Kraftstoffsystem Hardware;Control module fuel system hardware; ;P 000 901 53 03;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3901;Steuergeraet Elektromotor Hardware;Control module electric motor hardware; ;P 256 901 08 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3904;Steuergeraet Batterie Management (BMS) Hardware;Control module battery management (BMS) hardware;;P 000 901 89 14;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3910;Steuergeraet Elektromotor Software;Control module electric motor software;;P 256 902 53 02;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3911;Steuergeraet Elektromotor Parameterdaten;Control module electric motor parameters;;P 256 903 99 01;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3912;Steuergeraet Batterie Management (BMS) Software;Control module battery management (BMS) software;;P 000 902 42 80;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3915;Steuergeraet DC/DC-Wandler Hardware;Control module DC/DC converter hardware;;P 000 901 46 09;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3916;Steuergeraet DC/DC-Wandler Software;Control module DC/DC converter software;;P 000 902 30 55;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3920;Starterbatterie 48V;Starter battery 48V;;P 000 982 44 20;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3925;Steuergeraet Klimaanlage Hardware;Control module AC-System hardware;580;P 000 901 15 16;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3925;Steuergeraet Klimaanlage Hardware;Control module AC-System hardware;581/582;P 000 901 14 16;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3925;Steuergeraet Klimaanlage Hardware;Control module AC-System hardware;581/582;P 000 901 02 25;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3925;Steuergeraet Klimaanlage Hardware;Control module AC-System hardware;580;P 000 901 03 25;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3926;Steuergeraet Klimaanlage Software;Control module AC-System software;;P 000 902 50 67;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3926;Steuergeraet Klimaanlage Software;Control module AC-System software;;P 000 902 61 71;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3926;Steuergeraet Klimaanlage Software;Control module AC-System software;;P 000 902 66 71;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
3926;Steuergeraet Klimaanlage Software;Control module AC-System software;;P 000 902 67 71;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
4001;Wasserpumpe;Water pump;;P 256 200 14 00;350-22;22;200;222;167361;AEG GLE 53 6Static+ (coupe);167361 AEG GLE 53 6Static+ (coupe) 200 222 MY22
